,fao_area,isscaap_code,isscaap_group,asfis_code,common_name,species_name,location,status_year,tier,status,uncertainty,assessment_update,data_owner,data_provider,operational_data_process,source_citation,source_citation_url,grsf_short_name,grsf_stock_id,grsf_semantic_id,data_provider_stock_id,unit_update,subarea_description,assessment_method,assessment_description,status_basis,BdivBref,B_refpt,FdivFref,F_refpts,status_text,comments,sosi_temp_id,sdg_id,sosi_record_type
10,fao:31,56,"""Clams, cockles, arkshells""",RQZ,Turkey wing,Arca zebra,Venezuela,2023,2,M,H,yes,FAO,FAO,FAO-SoSI,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Turkey wing - Venezuela,0ae39225-e0e3-3bd3-a0a6-6410616e3544,asfis:RQZ+fao:31.6.1,,False,,Surplus production,JABBA with FAO landings and regional effort from Rousseau et al. 2019 extended to 2023,B,1.18,Bmsy,0.51,Fmsy,Maximally sustainably fished,,sosi_324,,SoSIndex
11,fao:31,33,Miscellaneous coastal fishes,SPH,Sheepshead,Archosargus probatocephalus,USA Florida east coast,2017,1,U,H,no,USA,National,FIRMS-WECAFC,Munyadero et al. 2017. An Assessment of the Status of Sheepshead in Florida Waters Through 2015. Florida Fish and Wildlife Conservation Commission. Fish and Wildlife Research Institute. 202 p.,https://myfwc.com/media/13330/sh17-update-final.pdf,Sheepshead - USA Florida east coast,c8161454-d0e6-3045-a048-8e28a35d3bf7,asfis:SPH+usa_fmc:SAFMC;usa_sw:FL,,False,,Integrated statistical assessment,Stock synthesis with data up to 2015,B,1.93,Bmsy,0.63,Fmsy,Underexploited,Landings and CPUE show no clear trends in the more recent period (2015-2023),sosi_151a,,SoSIndex
12,fao:31,33,Miscellaneous coastal fishes,SPH,Sheepshead,Archosargus probatocephalus,USA Florida west coast,2017,1,U,H,no,USA,National,FIRMS-WECAFC,Munyadero et al. 2017. An Assessment of the Status of Sheepshead in Florida Waters Through 2015. Florida Fish and Wildlife Conservation Commission. Fish and Wildlife Research Institute. 202 p.,https://myfwc.com/media/13330/sh17-update-final.pdf,Sheepshead - USA Florida west coast,76cd726e-96c4-35fa-94c0-5f156ee91f7e,asfis:SPH+usa_fmc:GFMC;usa_sw:FL,,False,,Integrated statistical assessment,Stock synthesis with data up to 2015,B,1.59,Bmsy,0.46,Fmsy,Underexploited,Landings and CPUE show no clear trends in the more recent period (2015-2023),sosi_151b,,SoSIndex
13,fao:31,33,Miscellaneous coastal fishes,SPH,Sheepshead,Archosargus probatocephalus,USA Louisiana waters,2023,1,U,L,yes,USA,National,FIRMS-WECAFC,"West et al. 2025. Assessment of Sheepshead Archosargus probatocephalus in Louisiana Waters
2025 Report. Office of Fisheries. Louisiana Department of Wildlife and Fisheries. 121 p.",https://www.wlf.louisiana.gov/assets/Resources/Publications/Stock_Assesments/Sheepshead/Shead_LA_2025.pdf,Sheepshead - USA Louisiana waters,cfaebe95-91b3-3b4c-b34e-33c3655f7d5f,asfis:SPH+usa_sw:LA,,False,,Integrated statistical assessment,Stock synthesis with data up to 2019,B,1.7,Bspr35,0.43,Fspr35,Underexploited,,sosi_151c,,SoSIndex
14,fao:31,33,Miscellaneous coastal fishes,TRG,Gray triggerfish,Balistes capriscus,USA Gulf of Mexico,2019,1,O,M,no,USA-NOAA,National,FAO-FSSI,"NOAA Fisheries 2020. An Interim Assessment for Gulf of Mexico Gray Triggerfish. Sustainable Fisheries Division
NOAA Fisheries - Southeast Fisheries Science Center. 10 p.",https://apps-st.fisheries.noaa.gov/sis/docServlet?fileAction=download&fileId=6668,Gray triggerfish Gulf of Mexico,95b52195-655f-32d4-a7dd-0b8dcc652698,asfis:TRG+usa_efh_gfmc:ReefFish,10062.0,False,,Integrated statistical assessment,Stock synthesis with data up to 2024,B,0.58,Bmsy,0.62,Fmsy,Overfished,,sosi_152,,SoSIndex
15,fao:31,35,"""Herrings, sardines, anchovies""",MHG,Gulf menhaden,Brevoortia patronus,USA Gulf of Mexico,2023,1,U,L,yes,USA,National,FIRMS-WECAFC,Schueller 2024. GDAR 04/SEDAR 97. Gulf Menhaden Stock Assessment. 2024 Update Assessment Report. 68 p,https://sedarweb.org/documents/sedar-97-gsmfc-menhaden-stock-assessment-report/,Gulf menhaden Gulf of Mexico,523ac12a-3bdc-3987-81ca-c9e1ce5d0194,asfis:MHG+usa_efh_gfmc:CoastalMigratoryPelagics,,False,,Statistical catch at age model,Beaufort assessment model (BAM),B,3.34,Bmsy,0.35,Fmsy,Underexploited,,sosi_162,,SoSIndex
16,fao:31,35,"""Herrings, sardines, anchovies""",MHA,Atlantic menhaden,Brevoortia tyrannus,Area 31 - USA Atlantic coast,2023,1,M,L,yes,USA,National,FIRMS-UW,ASMFC 2025. Atlantic menhaden stock assessment update. October 2025. 134 p.,https://asmfc.org/wp-content/uploads/2025/11/2025AtlMenhadenSingleSpeciesAssmtUpdate_October2025.pdf,Atlantic menhaden Atlantic,0c698b7b-fcfd-3ec6-b3c0-7dcd90dacf1c,asfis:MHA+usa_fmc:MAFMC;usa_fmc:NEFMC;usa_fmc:SAFMC,,False,,Statistical catch at age model,Beaufort assessment model (BAM),B,1.09,Bmsy,0.52,Fmsy,Maximally sustainably fished,,sosi_155,,SoSIndex
17,fao:31,42,"""Crabs, sea-spiders""",CRB,Blue crab,Callinectes sapidus,Area 31 Mexico,2023,2,U,H,yes,FAO,FAO,FAO-SoSI,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Blue crab - Mexico Gulf of Mexico,77f638bf-8613-391c-bf14-b43a333b079e,asfis:CRB+mex_inapesca:CRB1;mex_inapesca:CRB2;mex_inapesca:CRB3;mex_inapesca:CRB4;mex_inapesca:CRB5,,False,,Surplus production,JABBA with FAO landings and regional effort from Rousseau et al. 2019 extended to 2023,B,1.36,Bmsy,0.52,Fmsy,Underexploited,,sosi_231,,SoSIndex
18,fao:31,42,"""Crabs, sea-spiders""",CRB,Blue crab,Callinectes sapidus,Venezuela,2023,2,U,H,yes,FAO,FAO,FAO-SoSI,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Blue crab - Venezuela,1fef0f3f-3041-33b9-88f6-4ba627ed10ca,asfis:CRB+wja:VEN,,False,,Surplus production,JABBA with FAO landings and local CPUE series data 1984-1997,B,1.84,Bmsy,0.16,Fmsy,Underexploited,,sosi_232,,SoSIndex
19,fao:31,42,"""Crabs, sea-spiders""",CRB,Blue crab,Callinectes sapidus,USA Louisiana waters,2023,1,U,L,yes,USA,National,FIRMS-WECAFC,West et al. 2025. Update Assessment of Blue Crab in Louisiana Waters. 2025 Report. Office of Fisheries. Louisiana Department of Wildlife and Fisheries. 47 p.,https://www.wlf.louisiana.gov/assets/Resources/Publications/Stock_Assesments/Blue_Crab/LABC_Assessment_2025.pdf,Blue crab - USA Louisiana,ec06f75d-3eb6-3ceb-bc37-6b975c31866e,asfis:CRB+lme:5,,False,,Stage structured model,Collie-Sissenwine Catch survey analysis,B,1.41,Bmsy,0.7,Fmsy,Underexploited,,sosi_233,,SoSIndex
20,fao:31,38,"""Sharks, rays, chimaeras""",CCL,Blacktip shark,Carcharhinus limbatus,Area 31 North Atlantic,2018,1,M,M,no,USA-NOAA,National,FAO-FSSI,"SEDAR 2020. SEDAR 65. Atlantic Blacktip SharkStock Assessment Report. SEDAR, North Charleston SC. 438 pp.",https://sedarweb.org/documents/sedar-65-hms-atlantic-blacktip-shark-final-stock-assessment-report/,Blacktip shark Atlantic,f31bd113-41d1-3c75-93c5-bbbf8d28cf9d,asfis:CCL+usa_efh_ahms:BlacktipShark(AtlanticStock),11026.0,False,,Integrated statistical assessment,Stock synthesis with data up to 2018,B,1.16,Bmsy,0.52,Fmsy,Maximally sustainably fished,,sosi_226,,SoSIndex
21,fao:31,38,"""Sharks, rays, chimaeras""",CCP,Sandbar shark,Carcharhinus plumbeus,Area 31 North Atlantic,2017,1,O,H,no,USA-NOAA,National,FAO-FSSI,"SEDAR 2017. SEDAR 54. Stock Assessment Report. HMS Sandbar Shark. SEDAR, North Charleston. 128 p.",https://sedarweb.org/documents/sedar-54-final-assessment-report-hms-sandbar-shark/,Sandbar shark Atlantic,b27dc3de-9b65-3d3d-be2c-09a63369b9ac,asfis:CCP+usa_efh_ahms:SandbarShark,10676.0,False,,Integrated statistical assessment,Stock synthesis with data up to 2015,B,0.77,Bmsy,0.57,Fmsy,Overfished,,sosi_227,,SoSIndex
22,fao:31,33,Miscellaneous coastal fishes,ROB,Snooks(=Robalos) nei,Centropomus spp,Mexico Gulf of Mexico,2023,2,O,H,yes,FAO,FAO,FAO-SoSI,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Snooks(=Robalos) nei - Mexico (Gulf of Mexico),459952b4-1e75-3b1a-b733-e3649aad43c4,asfis:ROB+fao:31.2.2,,False,,Surplus production,JABBA with local CPUE data series 1986-2008,B,0.75,Bmsy,1.43,Fmsy,Overfished,,sosi_127,,SoSIndex
23,fao:31,33,Miscellaneous coastal fishes,SNO,Common snook,Centropomus undecimalis,Venezuela,2023,2,M,H,yes,FAO,FAO,FAO-SoSI,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Common snook - Venezuela,86d5fef0-7b48-39ff-a9fb-cd252b4ae39b,asfis:SNO+wja:VEN,,False,,Surplus production,JABBA with FAO landings and regional effort from Rousseau et al. 2019 extended to 2023,B,0.8,Bmsy,1.26,Fmsy,Maximally sustainably fished,,sosi_128a,,SoSIndex
24,fao:31,33,Miscellaneous coastal fishes,BSB,Black sea bass,Centropristis striata,Area 31 - USA Southeast,2023,1,O,L,yes,USA-NOAA,National,FAO-FSSI,"SEDAR 2025. Update Assessment of Black Sea Bass off the Southeastern United States. Southeast Fisheries Science Center
National Marine Fisheries Service. 159 p.",https://apps-st.fisheries.noaa.gov/sis/docServlet?fileAction=download&fileId=10393,Black sea bass South Atlantic,b9ea052f-50d0-344a-8a98-f745a7506330,asfis:BSB+usa_efh_safmc:SnapperGrouper,10310.0,False,,Statistical catch at age model,Beaufort assessment model (BAM),B,0.1,Bmsy,4.09,Fmsy,Overfished,,sosi_09,,SoSIndex
25,fao:31,37,Miscellaneous pelagic fishes,DOL,Common dolphinfish,Coryphaena hippurus,Area 31 Western Central Atlantic,2023,2,M,H,yes,FAO,WECAFC,FIRMS-WECAFC,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Common dolphinfish - Western Tropical Atlantic,15445ce8-2bb1-3e43-a4ff-0debb4f5cad2,asfis:DOL+fao:31,,False,,Surplus production,JABBA with FAO landings and USA recreational harvest with local CPUE data series 1992-2023,B,0.88,Bmsy,0.52,Fmsy,Maximally sustainably fished,,sosi_203,,SoSIndex
26,fao:31,53,Oysters,OYA,American cupped oyster,Crassostrea virginica,USA Louisiana state,2023,1,M,L,yes,USA,National,FIRMS-WECAFC,LWF 2025. 2024 Stock Assessment Report of the Public Oyster Seed Grounds and Reservations of Louisiana Oyster Data Report Series No. 29. Louisiana Wildlife and Fisheries. 49 p.,https://www.wlf.louisiana.gov/assets/Resources/Publications/Stock_Assesments/Oyster/2024-Oyster-Stock-Assessment.pdf,American cupped oyster - Louisiana,71117f0c-b4e4-36ad-a61f-a319f901e908,asfis:OYA+usa_sw:LA,,False,,Abundance survey,Survey of juvenile and adult oysters,B,0.85,Bpa,,,Maximally sustainably fished,Biomass reference value is in relation to long term stock average abundance,sosi_314,,SoSIndex
27,fao:31,53,Oysters,OYA,American cupped oyster,Crassostrea virginica,Area 31 Mexico,2023,2,O,H,yes,FAO,FAO,FAO-SoSI,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,American cupped oyster - Mexico,17bcbbd8-b498-30c7-93e4-ca1920770e11,asfis:OYA+fao:31.2.2,,False,,Surplus production,JABBA with FAO landingsregional effort from Rousseau et al. 2019 extended to 2023,B,0.08,Bmsy,1.8,Fmsy,Overfished,,sosi_313,,SoSIndex
28,fao:31,33,Miscellaneous coastal fishes,SWF,Spotted weakfish,Cynoscion nebulosus,USA Mississippi waters,2017,1,M,M,no,USA,National,FIRMS-WECAFC,"Leaf, R. 2018. 2018 Stock Assessment Update for Spotted Seatrout, Cynoscion nebulosus, in Mississippi. Mississippi Department of Marine Resources.
Office of Marine Fisheries. 43 pp.",https://dmr.ms.gov/wp-content/uploads/2019/05/2018-spotted-seatrout-stock-assessment.pdf,Spotted weakfish - USA Mississippi,ebfd68d3-f7e6-34c9-9596-cef02f882ba1,asfis:SWF+lme:5,,False,,Statistical catch at age model,ASAP (Age structured assessment program),B,0.9,Bmsy,,,Maximally sustainably fished,,sosi_57,,SoSIndex
29,fao:31,33,Miscellaneous coastal fishes,SWF,Spotted weakfish,Cynoscion nebulosus,USA Louisiana waters,2020,1,O,L,no,USA,National,FIRMS-WECAFC,"West, J., X. Zhang, T. Allgood & J. Adriance. 2021. Update Assessment of Spotted Seatrout (Cynoscion nebulosus) in Louisiana WatersWest, J., X. Zhang, T. Allgood & J. Adriance. 2021. Update Assessment of Spotted Seatrout (Cynoscion nebulosus) in Louisiana Waters. 2021 Report . Louisiana Department of Wildlife and Fisheries. 121 pp.",https://www.wlf.louisiana.gov/assets/Resources/Publications/Stock_Assesments/Spotted_Seatrout/2021_Spotted_Seatrout_Assessment.pdf,Spotted weakfish - USA Louisiana,a8ca7b7a-0911-38d8-a77b-48f46194085c,asfis:SWF+lme:5,,False,,Statistical catch at age model,ASAP (Age structured assessment program),B,0.64,Bmsy,1.03,Fmsy,Overfished,,sosi_58,,SoSIndex
30,fao:31,33,Miscellaneous coastal fishes,SWF,Spotted weakfish,Cynoscion nebulosus,Mexico Gulf of Mexico,2023,2,O,H,yes,FAO,FAO,FAO-SoSI,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Spotted weakfish - Mexico (Gulf of Mexico),9dfc7e62-9c5f-3654-a448-c296d4b3f563,asfis:SWF+fao:31.2.2,,False,,Surplus production,JABBA with FAO landings and regional effort from Rousseau et al. 2019 extended to 2023,B,0.27,Bmsy,2.14,Fmsy,Overfished,,sosi_56,,SoSIndex
31,fao:31,33,Miscellaneous coastal fishes,STG,Squeteague,Cynoscion regalis,Area 31 USA Atlantic coast,2023,1,O,H,yes,USA-ASMFC,National,FIRMS-WECAFC,ASMFC 2025. 2025 Weakfish Stock Assessment Update.,https://asmfc.org/wp-content/uploads/2025/08/WeakfishAssessmentUpdate_August2025.pdf,Squeteague - Southeastern Atlantic coast of USA,746e4c53-a53c-31a2-8068-e5c11237116e,asfis:STG+usa_fmc:MAFMC;usa_fmc:NEFMC;usa_fmc:SAFMC,,False,,Statistical catch at age model,Beaufort assessment model (BAM),B,0.31,Bmsy,1.01,Fmsy,Overfished,"Due to apparent changes in natural mortality recommendation was to carry out a benchmark assessment as soon as possible and to not consider this update assessment. However, the assessment team considered that the stock status had not changed from the previous assessment (overfished status)",sosi_55,,SoSIndex
32,fao:31,33,Miscellaneous coastal fishes,GPR,Red Grouper,Epinephelus morio,USA Gulf of Mexico,2023,1,M,L,yes,USA-NOAA,National,FAO-FSSI,"SEDAR 2025. SEDAR 88. Stock Assessment Report. Gulf of Mexico Red Grouper. North Charleston SC. 265 p,",https://sedarweb.org/documents/sedar-88-gulf-of-mexico-red-grouper-final-stock-assessment-report/,Red grouper - Gulf of Mexico USA waters,02fecfff-caa0-37b7-8f60-b1c9d21650a7,asfis:GPR+lme:5,10331.0,False,,Integrated statistical assessment,Stock Synthesis with data up to 2023,B,0.82,Bmsy,0.78,Fmsy,Maximally sustainably fished,,sosi_13,,SoSIndex
33,fao:31,33,Miscellaneous coastal fishes,GPR,Red Grouper,Epinephelus morio,Area 31 - USA Southeast,2017,1,O,H,no,USA,National,FIRMS-WECAFC,"SEDAR. 2017. SEDAR 53 – South Atlantic Red Grouper Assessment Report. SEDAR, North Charleston SC. 159 pp",https://sedarweb.org/documents/sedar-53-stock-assessment-report-south-atlantic-red-grouper/,Red grouper - Southeastern Atlantic coast of USA,bf686645-b5b8-34eb-a479-05e7c066b4d3,asfis:GPR+usa_efh_safmc:SnapperGrouper,,False,,Statistical catch at age model,Beaufort assessment model (BAM),B,0.29,Bmsy,1.5,Fmsy,Overfished,,sosi_14,,SoSIndex
34,fao:31,33,Miscellaneous coastal fishes,GPR,Red Grouper,Epinephelus morio,Mexican Gulf of Mexico,2020,1,O,L,yes,MEX,National,FIRMS-WECAFC,Medellín-Ortiz et al. 2025. Overcoming Data Limitations: Reliable Fisheries Assessment in ‘Data-Limited’ Scenarios 40 p.,https://papers.ssrn.com/sol3/Delivery.cfm/e64be6df-8194-48e3-bf5e-a68674960e99-MECA.pdf?abstractid=5193630&mirid=1,Red Grouper - Mexico (Gulf of Mexico),8d147707-2b60-3f88-b78b-ec60a6f29692,asfis:GPR+fao:31.2.2,,False,,Integrated statistical assessment,Stock Synthesis with data up to 2020,B,0.45,Bmsy,1.25,Fmsy,Overfished,,sosi_12,,SoSIndex
35,fao:31,37,Miscellaneous pelagic fishes,FFV,Fourwing flyingfish,Hirundichthys affinis,Eastern Caribbean,2023,2,U,H,yes,FAO,WECAFC,FIRMS-WECAFC,"Sharma, R., Barange, M., Agostini, V., Barros, P., Gutierrez, N.L., Vasconcellos, M., Fernandez Reguera, D., Tiffay, C., & Levontin, P., eds. 2025. Review of the state of world marine fishery resources – 2025. FAO Fisheries and Aquaculture Technical Paper, No. 721. Rome. FAO.",https://doi.org/10.4060/cd5538en,Fourwing flyingfish - Eastern Caribbean,69add940-f18a-3825-8fc8-56f499f2a114,asfis:FFV+eez:BRB;eez:DMA;eez:GRD;eez:LCA;eez:TTO;eez:VCT,,False,,Surplus production,JABBA with FAO landings in the eastern Caribbean and local CPUE data series 1988-2008,B,1.98,Bmsy,0.2,Fmsy,Underexploited,,sosi_204,sdg-brb-grd-lca-tto-vct-1,SoSIndex
