,fao_area,isscaap_code,isscaap_group,asfis_code,common_name,species_name,location,status_year,tier,status,uncertainty,assessment_update,data_owner,data_provider,operational_data_process,source_citation,source_citation_url,grsf_short_name,grsf_stock_id,grsf_semantic_id,data_provider_stock_id,unit_update,subarea_description,assessment_method,assessment_description,status_basis,BdivBref,B_refpt,FdivFref,F_refpts,status_text,comments,sosi_temp_id,sdg_id,sosi_record_type
10,fao:41,34,"""Miscellaneous demersal fishes""",TOP,Patagonian toothfish,Dissostichus eleginoides,"Argentinean and Uruguayan waters (Platense, Northern and Southern Patagonian)",2023.0,1.0,O,L,yes,ARG;URY,National,FAO-SoSI,"Di Marco, E.J.; Wöhler, O.C.; Martínez, P.A.; Troccoli, G.H. (2024). Abundancia y estado de explotación de la merluza negra (Dissostichus eleginoides) en el Atlántico Sudoccidental. Período 1980-2023. Captura Biológicamente Aceptable para el año 2025 (Informe Técnico Oficial, No. 035). Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP).",https://drive.google.com/file/d/1nJ3yZ9zzkNzY1UYOXz3HYIkazyU1jiYS/view,"Patagonian toothfish (Merluza negra) - Argentina and Uruguay (Platense, Northern and Southern Patagonian)",ce682469-b632-3eec-9925-cab40d4fb834,asfis:TOP+fao:41.2.3;fao:41.3.1;fao:41.3.2,,False,,SCAA,Statistical Catch at Age. Data from 1980-2023,,0.265,SB0,,,Current SB 26.5% of the virginal spawning biomass,Biomass indicator is Virginal Spawning Biomass (SB0),sosi_1247,,SoSIndex
11,fao:41,57,"""Squids, cuttlefishes, octopuses""",SQP,Patagonian squid,Doryteuthis gahi,Southwest Atlantic,2023.0,2.0,M,M,yes,FAO,FAO,FAO-SoSI,"Winter, A., Estevez, J. A., Desmet, L., & Villarroel, M. (2025). 2025 2nd Pre-Season Assessment Survey Falkland calamari.",https://www.researchgate.net/profile/Martin-Villarroel-Perez-2/publication/396388496_2025_2_nd_Pre-Season_Assessment_Survey_Falkland_calamari_Doryteuthis_gahi/links/68e8f60102d6215259baac7f/2025-2-nd-Pre-Season-Assessment-Survey-Falkland-calamari-Doryteuthis-gahi.pdf,Patagonian squid (Calamarete del sur) - Southwest Atlantic,5173a4a1-4da4-3ea3-a8d4-ddb0c942053f,asfis:SQP+fao:41,,False,,Abundance indices,"Standardized pre-season trawl survey, estimating biomass from CPUE and spatial expansion models.",B,,,,,"Moderate D. gahi stock (~21,700 t), stable but still below the long-term average.",Estimated pre-season biomass was compared against long-term average,sosi_1394,,SoSIndex
12,fao:41,35,"""Herrings, sardines, anchovies""",ANA,Argentine anchovy,Engraulis anchoita,Argentine Patagonia (Northern Patagonian),2023.0,1.0,M,L,yes,ARG,National,FAO-SoSI,"Orlando, P.; Buratti, C.; Garciarena, D.; Buratti, G.; Parietti, M.; Spath, C. (2024). Estado de la población de anchoíta (Engraulis anchoita) al sur de 41° S y determinación de la captura biológicamente aceptable del año 2024 (Informe Técnico Oficial, No. 023). Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP).",https://drive.google.com/file/d/18USPxIRklC2CklFhXSCjrxmX4qAVXmZR/view,Argentine anchovy (Anchoíta) - Argentine Patagonia (Northern Patagonian),2ae6ef47-6be8-3299-98ff-da9d2fdd86a2,asfis:ANA+fao:41.3.1,,False,,Surplus production and Analytical Age structured,"Biomass dynamics models fitted to time series of acoustic surveys, integrating data from 1993 to 2023 and analytical age structered using acoustic survey indices, catches, and age structure and life history data.",B,1.65,B40,,,"Sustainably exploited, Spawning biomass (SB) equal to 1.65 of the biological reference point (40% of historcial average SB)",Biomass unit is Spawning Biomass,sosi_1282,,SoSIndex
13,fao:41,35,"""Herrings, sardines, anchovies""",ANA,Argentine anchovy (Anchoíta),Engraulis anchoita,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2023.0,1.0,U,M,yes,CTMFM,CTMFM,FAO-SDG1441,,https://ctmfm.org/estado-de-los-recursos-pesqueros-administrados-por-la-comision-tecnica-mixta-del-frente-maritimo-en-la-zona-comun-de-pesca-argentino-uruguaya-ano-2024/ ,"Argentine anchovy - Argentina, Uruguay 34S-41S",cbbcfb61-d155-3354-a64c-8118eb269a51,asfis:ANA+rfb:ctmfm,,True,,SCAA,Statistical Catch at Age. Data from 1990-2023,B,1.08,B66,,,Reference is 0.66 of the reproductive biomass. ,Data owner and data provider were updated from ARG and UY to CTMFM,sosi_1281,sdg-arg-ury-5,SoSIndex
14,fao:41,33,"""Miscellaneous coastal fishes""",GPR,Red grouper,Epinephelus morio,Brazilian waters,2015.0,3.0,O,H,deprecated,BRA,National,FAO-SoSI,"Olavo, G., Mourato, B., Santana, R., Cardoso, LG., Kikuchi, E., França, A., Pontes, K., Ferreira, B.P. 2022. Avaliação de estoques. In: Ferreira, B.P., Olavo, G., França, A.R. (EDITORES) 2022. Projeto REPENSAPESCA- Avaliação Ecossistêmica dos Recursos Pesqueiros Demersais e Pelágicos das Costas Norte e Nordeste: Subsídios para o Ordenamento Pesqueiro Sustentável. Recife, dezembro 2022. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/repensapesca_relatorio_sintese_2022.pdf,Red grouper (Mero) - Brazil,39eab021-f8a1-3750-ab20-d90e14020e63,asfis:GPR+wja:BRA,,False,,CMSY++,"Catch only method. Catch data from 1950-2015 applied to three depletion scenarios (low, moderate and high)",B,0.58,Bmsy,0.27,Fmsy,Bmsy based. Huge drop of the estimated B trajectory. ,,sosi_1199,,SoSIndex
15,fao:41,38,"""Sharks, rays, chimaeras""",GAG,Tope shark,Galeorhinus galeus,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),,,X,,unkown,FAO,CTMFM,FIRMS-CTMFM,,,,sosi_1365,,,,,,,,,,,,,,sosi_1365,,Eligible1
16,fao:41,33,"""Miscellaneous coastal fishes""",NUB,White sea catfish,Genidens barbus,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),,,X,,unkown,FAO,FAO,FAO-SoSI,,,,sosi_1366,,,,,,,,,,,,,,sosi_1366,,Eligible1
17,fao:41,34,"""Miscellaneous demersal fishes""",CUS,Pink cusk-eel,Genypterus blacodes,Argentine Patagonia and Falkland Islands (Malvinas),2021.0,1.0,O,L,yes,ARG;FLK,National,FAO-SoSI,"Emiliano J. Di Marco. (2022). Evaluación del efectivo de abadejo (Genypterus blacodes) en el Atlántico Sudoccidental (Período 1980-2021). Captura biológicamente aceptable para el año 2022 y provisoria para el año 2023 (Informe Técnico Oficial, No. 035). Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP).",https://drive.google.com/file/d/1skfn7zA2qwph6JxA5rchWAasulyr6Bez/view,"Pink cusk-eel, kingklip (Abadejo) - Argentine Patagonia and Falkland Islands (Malvinas)",cdc16111-a1b3-34a5-a685-e32ac90af75e,asfis:CUS+fao:41.3.1;fao:41.3.2,,False,,SCAA,"Statistical Catch at age with catch, cpue and size data from 1980 to 2021",B,0.12,SB0,,,"Critical state, spawning biomass 12% of the virginal SSB. The limit reference point is 20% of Virgin SSB. High risk of recruitment overfishing",Biomass indicator is Virginal Spawning Biomass (SB0),sosi_1251,,SoSIndex
18,fao:41,34,"""Miscellaneous demersal fishes""",BRF,Blackbelly rosefish,Helicolenus dactylopterus,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),2021.0,2.0,M,,no,ARG;URY,National,FAO-SDG1441,,,Blackbelly rosefish (Rouget) - Argentinean-Uruguayan Common Fishing Zone (AUCFZ),54785428-9978-31ba-b5ae-775b787856cf,asfis:BRF+rfb:CTMFM,,False,,,,,,,,,,,sosi_1255,sdg-arg-ury-3,SoSIndex
19,fao:41,57,"""Squids, cuttlefishes, octopuses""",SQA,Argentine shortfin squid,Illex argentinus,Southwest Atlantic,2019.0,1.0,M,M,yes,FAO,FAO,FAO-SoSI,"Winter A (2019) Joint survey and stock assessment: shortfin squid Illex argentines. SA - 2019 - ILL. Fisheries Department, Directorate of Natural Resources, Falkland Islands Government, Stanley, Falkland Islands. 17 pp",https://www.falklands.gov.fk/fisheries/publications/all-catergories?task=download.send&id=143:illex-stock-assessment-2019&catid=33,Argentine shortfin squid (Calamar) - Southwest Atlantic,482bc293-3407-352f-b407-8ce7141480f2,asfis:SQA+fao:41,,False,,Bayesian Depletion model,"Bayesian depletion model, fitting catch-and-effort time series with a survey-based prior to estimate biomass throughout the season.",B,1.22,B40,,,"The stock is in good condition, escapement of about 1.22 above escapament B40",B unit is escapement biomass,sosi_1384,,SoSIndex
20,fao:41,44,"""King crabs, squat-lobsters""",KCR,Southern king crab,Lithodes santolla,Argentinean waters (Central Patagonian stock),2024.0,1.0,M,M,yes,ARG,National,FAO-SoSI,"Firpo, C.A.; Mauna, A.C.; Lértora, P.H.; Chaparro, M.A.E.; Canales, C.M.; Mango, V.G. (2024). Evaluación de centolla y Captura Biológicamente Aceptable (CBA) para el Área Central, temporada 2024-2025 (Informe Técnico Oficial, No. 039). Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP).",https://drive.google.com/file/d/1YeMxO-JMMamuVATLPcyQIjE3S9iimoAe/view,Southern king crab - Argentina (Central Patagonian stock),ed59d845-b4f7-37cb-b4a4-2c980367e8b2,asfis:KCR+fao:41.3.1;fao:41.3.2,,False,,Size structured assessment,Size structured assessment. Data from 2000 to 2024. ,B,1,Bmsy,0.38,Fmsy,Stock at management target (B/B0 = 0.40); F < F40 (0.38); risk of overexploitation low (p = 0.50); risk of overfishing lowest since 2012 (p = 0.33),,sosi_1350,,SoSIndex
21,fao:41,34,"""Miscellaneous demersal fishes""",MVJ,Blackfin goosefish,Lophius gastrophysus,Brazilian waters,2019.0,1.0,M,L,no,FAO,FAO,FAO-SoSI,"Cardoso, L.G.; Sant’Ana, R.; Mourato, B.L.; Kikuchi, E.; Haimovici, M. & Perez, A., 2022. Avaliação do Estado de Exploração e Potenciais de Produção dos Recursos Pesqueiros Demersais da Margem Meridional Brasileira. In: Perez, A. & Sant’Ana, R. A Pesca Demersal nas Regiões Sudeste e Sul do Brasil: Síntese Espacial e Modelo de Gestão com Enfoque Ecossistêmico. Relatório Projeto: Subsídios Científicos para o Manejo Espacial e com Enfoque Ecossistêmico da Pesca Demersal nas regiões Sul e Sudeste do Brasil - MEEE – PDSES. Chamada MCTI/MPA/CNPq Nº 22/2015 – Ordenamento da Pesca Marinha Brasileira.","https://www.univali.br/pos/stricto-sensu/ppgcta/Documents/publicacoes/Perez%20e%20SantAna_org_2023_Rel_Fin_MEEE_PDSES.pdf#:~:text=O%20presente%20documento%20sumariza%20os%20resultados%20obtidos,foram%20assim%20priorizados%20para%20efeito%20de%20interpreta%C3%A7%C3%A3o.",Blackfin goosefish (Peixe-sapo) - Brazil,b4a4e3a6-fee6-3e31-8fcb-3959d14a221e,asfis:MVJ+wja:BRA,,False,,SS3,"Age-structured population dynamics model (SS3). Catch, cpue and length data from 1988 to 2019. ",B,1.02,Bmsy,0.21,Fmsy,Bmsy based. 57.2% probability to NOT be overfished,,sosi_1258,,SoSIndex
22,fao:41,33,"""Miscellaneous coastal fishes""",LJN,Mutton snapper,Lutjanus analis,"Northern Brazilian waters (Natal, Salvador)",2021.0,1.0,O,L,no,BRA,National,FAO-SoSI,"Olavo, G., Mourato, B., Santana, R., Cardoso, LG., Kikuchi, E., França, A., Pontes, K., Ferreira, B.P. 2022. Avaliação de estoques. In: Ferreira, B.P., Olavo, G., França, A.R. (EDITORES) 2022. Projeto REPENSAPESCA- Avaliação Ecossistêmica dos Recursos Pesqueiros Demersais e Pelágicos das Costas Norte e Nordeste: Subsídios para o Ordenamento Pesqueiro Sustentável. Recife, dezembro 2022. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/repensapesca_relatorio_sintese_2022.pdf,"Mutton snapper (Cioba) - Northern Brazil (Natal, Salvador)",6db2c57b-d883-3be7-a2ec-988294fce71a,asfis:LJN+fao:41.1.2;fao:41.1.3,,False,,SS3,"Age-structured population dynamics model (SS3). Catch, cpue and length data from 1950 to 2021. ",B,0.78,Bmsy,1.69,Fmsy,Bmsy based. 83.5% probability to be overfished,,sosi_1201,,SoSIndex
23,fao:41,33,"""Miscellaneous coastal fishes""",LJJ,Dog snapper,Lutjanus jocu,"Northern Brazilian waters (Natal, Salvador)",2022.0,1.0,M,L,no,BRA,National,FAO-SoSI,"Olavo, G., Mourato, B., Santana, R., Cardoso, LG., Kikuchi, E., França, A., Pontes, K., Ferreira, B.P. 2022. Avaliação de estoques. In: Ferreira, B.P., Olavo, G., França, A.R. (EDITORES) 2022. Projeto REPENSAPESCA- Avaliação Ecossistêmica dos Recursos Pesqueiros Demersais e Pelágicos das Costas Norte e Nordeste: Subsídios para o Ordenamento Pesqueiro Sustentável. Recife, dezembro 2022. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/repensapesca_relatorio_sintese_2022.pdf,"Dog snapper (Dentão) - Northern Brazil (Natal, Salvador)",8f62161b-2e1d-3d36-b659-6f64fa613e61,asfis:LJJ+fao:41.1.2;fao:41.1.3,,False,,SS3,"Age-structured population dynamics model (SS3). Catch, cpue and length data from 1950 to 2021. ",B,0.99,Bmsy,0.71,Fmsy,Bmsy based. 50% probability to be overfished,,sosi_1200,,SoSIndex
24,fao:41,33,"""Miscellaneous coastal fishes""",SNC,Southern red snapper,Lutjanus purpureus,"Northern Brazilian waters (Amazon, Natal, Salvador)",2021.0,1.0,O,M,no,BRA,National,FIRMS-SFP,"Olavo, G., Mourato, B., Santana, R., Cardoso, LG., Kikuchi, E., França, A., Pontes, K., Ferreira, B.P. 2022. Avaliação de estoques. In: Ferreira, B.P., Olavo, G., França, A.R. (EDITORES) 2022. Projeto REPENSAPESCA- Avaliação Ecossistêmica dos Recursos Pesqueiros Demersais e Pelágicos das Costas Norte e Nordeste: Subsídios para o Ordenamento Pesqueiro Sustentável. Recife, dezembro 2022. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/repensapesca_relatorio_sintese_2022.pdf,Southern red snapper - Brazil,a2c3674b-428d-32ec-9d72-b181105babd5,asfis:SNC+fao:41.1.1;fao:41.1.2;fao:41.1.3;wja:BRA,,False,,SS3,"Age-structured population dynamics model (SS3). Catch, cpue and length data from 1962 to 2021. ",B,0.71,Bmsy,2.75,Fmsy,Bmsy based. 77.8% probability to be overfished. ,,sosi_1205,,SoSIndex
25,fao:41,33,"""Miscellaneous coastal fishes""",SNL,Lane snapper,Lutjanus synagris,"Northern Brazilian waters (Natal, Salvador)",2021.0,1.0,U,L,no,BRA,National,FAO-SoSI,"Olavo, G., Mourato, B., Santana, R., Cardoso, LG., Kikuchi, E., França, A., Pontes, K., Ferreira, B.P. 2022. Avaliação de estoques. In: Ferreira, B.P., Olavo, G., França, A.R. (EDITORES) 2022. Projeto REPENSAPESCA- Avaliação Ecossistêmica dos Recursos Pesqueiros Demersais e Pelágicos das Costas Norte e Nordeste: Subsídios para o Ordenamento Pesqueiro Sustentável. Recife, dezembro 2022. Relatório-Síntese Submetido ao MCTI/MPA/CNPq Nº 22/2015.",https://www.gov.br/mpa/pt-br/assuntos/cadastro-registro-e-monitoramento/pesquisa/projetos-de-pesquisa/2022/repensapesca_relatorio_sintese_2022.pdf,"Lane snapper (Ariocó) - Northern Brazil (Natal, Salvador)",a90d35b8-eb4c-3562-bbdc-b9637fd8bf6d,asfis:SNL+fao:41.1.2;fao:41.1.3,,False,,JABBA,Bayesian surplus production model (JABBA). Catch and cpue data from 1950 to 2021.  ,B,1.28,Bmsy,0.88,Fmsy,Bmsy based. 67% probability of NOT be overfished. ,,sosi_1206,,SoSIndex
26,fao:41,33,"""Miscellaneous coastal fishes""",WKK,King weakfish,Macrodon atricauda,"Brazilian, Argentinean, Uruguayan waters",2020.0,1.0,O,,no,ARG;BRA;URY,National,FAO-SoSI,,,"King weakfish (Pescadilla de red) - Argentina, Brazil and Uruguay",d040f469-e6df-3254-a972-21687d7b5420,asfis:WKK+fao:41.1;fao:41.2;fao:41.3,,True,,,,,,,,,,The stock ID needs to be reviewed. The species name changed from M. ancylodon to M. atricauda. The stock area was corrected (column N),sosi_1206b,,SoSIndex
27,fao:41,33,"""Miscellaneous coastal fishes""",WKK,King weakfish,Macrodon atricauda,Brazil southern stock (Santa Catarina to Rio Grande),2023.0,1.0,O,L,yes,BRA,National,FAO-SoSI,"Dias, M. C., Cardoso, L. G., Santos, E. K., & Sant’Ana, R. (2024). Os efeitos da proibição da pesca de arrasto nas 12 milhas náuticas do Rio Grande do Sul sobre os estoques pesqueiros demersais. In Anais do 20º Congresso Latino-Americano de Ciências do Mar – COLACMAR’2024 e 8º Congresso Brasileiro de Oceanografia – CBO’2024 (pp. 366–367).",,King Weakfish - Southern Brazil (Rio Grande),1676dad5-a98e-3d71-bc27-4695d28264ee,asfis:WKK+fao:41.2.2,,True,Distributed between Lat 28°53’S (Santa Catarina) and 33°45’S (Rio Grande do Sul).,SS3,"Age-structured population dynamics model (SS3). Catch, cpue and length data from 1945 to 2022. ",B,0.86,Bmsy,0.17,Fmsy,Bmsy based. 66% probability to be overfished.,The stock ID needs to be reviewed. The species name changed from M. ancylodon to M. atricauda. The stock area was corrected (column N),sosi_1209,,SoSIndex
28,fao:41,33,"""Miscellaneous coastal fishes""",WKK,King weakfish,Macrodon atricauda,Brazil northern stock (Rio de Janeiro to Santa Catarina),2019.0,1.0,O,M,no,BRA,National,FAO-SoSI,,,King Weakfish - Southern Brazil (Santos),d3d5d5b4-1434-371d-8176-4b26b27334e6,asfis:WKK+fao:41.2.1,,True,Distributed between Lat 21°30'S (Rio de Janeiro) and 28°53'S (Santa Catarina).,JABBA,Bayesian surplus production model (JABBA). Catch and cpue data from 1975 to 2019.  ,B,0.844,Bmsy,1.2,Fmsy,Bmsy based. 67.4% probability to be overfished. ,The stock ID needs to be reviewed. The species name changed from M. ancylodon to M. atricauda. The stock area was corrected (column N),sosi_1210,,SoSIndex
29,fao:41,32,"""Cods, hakes, haddocks""",GRV;MCH;RTX,"Grenadiers NEI, Bigeye grenadier, Grenadiers, rattails NEI",Macrourus spp;Macrourus holotrachys;Macrouridae,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),,,X,,unkown,FAO,FAO,FAO-SoSI,,,,sosi_1385,,,,,,,,,,,,,,sosi_1385,,Eligible1
30,fao:41,32,"""Cods, hakes, haddocks""",GRN,Patagonian grenadier,Macruronus magellanicus,"Argentinean, Uruguayan and Falkland Islands (Malvinas) waters (Platense ,Northern and Southern Patagonian)",2023.0,1.0,O,L,yes,ARG;FLK;URY,National,FAO-SoSI,"Zavatteri, A.; Giussi, A.R. (2024). Evaluación de la abundancia de la merluza de cola (Macroronus magellanicus) del Atlántico Sudoccidental. Período 1985-2023. Recomendación de la CBA para el año 2025 (Informe Técnico Oficial, No. 036). Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP).",https://drive.google.com/file/d/1axbVuwumnaJI8MMplW00YLPRhepNztPx/view,"Blue grenadier - Uruguay, Argentina and Falkland Islands (Malvinas) (Platense, Northern and Southern Patagonian)",339c4539-3882-3368-b895-f52fa73a6094,asfis:GRN+fao:41.2.3;fao:41.3.1;fao:41.3.2,,True,,SCAA,"Statistical Catch at age with catch, cpue and size data from 1985 to 2023",B,0.22,SB0,,,"Overexploited, with SSB = 22–33% of virgin SSB. SSBlimit = 25%SB0","The stock ID needs to be reviewed, the common mane was changed from Blue grenadier to Patagonian grenadier and the species name from Macruronus novaezelandiae to M. magellanicus. Biomass indicator is Virginal Spawning Biomass (SB0)",sosi_1170,,SoSIndex
31,fao:41,33,"""Miscellaneous coastal fishes""",KGB,Southern kingcroaker,Menticirrhus americanus,Argentinean-Uruguayan Common Fishing Zone (AUCFZ),,,X,,unkown,FAO,CTMFM,FIRMS-CTMFM,,,,sosi_1386,,,,,,,,,,,,,,sosi_1386,,Eligible1
32,fao:41,32,"""Cods, hakes, haddocks""",HKN,Southern hake,Merluccius australis,Argentinean and Malvinas (Falkland Islands) waters (Northern and Southern Patagonian),2020.0,1.0,M,M,no,ARG;FLK,National,FAO-SoSI,"Zavatteri, Anabela; Giussi Analia. (2021). Evaluación de la abundancia de la merluza austral (Merluccius australis) del océano Atlántico Sudoccidental para el período 1986-2020. Recomendación de la Captura Biológicamente Aceptable del año 2022 (Informe Técnico Oficial, No. 038). Instituto Nacional de Investigación y Desarrollo Pesquero (INIDEP).",https://drive.google.com/file/d/1i4i7Yh7opCo7BlW63wEhgo30aTlMhiqr/view,Southern hake (Merluza austral) - Argentina and Falkland Islands (Malvinas) (Northern and Southern Patagonian),c27313d3-d4b4-3186-b900-2ec36fcce26a,asfis:HKN+fao:41.3.1;fao:41.3.2,,False,,SCAA,"Statistical Catch at age. Catch, age composition and cpue data from 1986 to 2020. ",B,0.46,SB0,,,"Between fully exploited and recovering, with SSB = 46% initial SSB (1986). SSB target is 50%, SSB limit is 35%",,sosi_1175,,SoSIndex
